Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2052	-180.6686	-243.8778	63.20927	0.0057247	0.00192561	0.00104689	0.000336436	0.020486	0.0107528	0.000368777	0.00863781	0.00669484	0.0123695	0.0166173	0.0252351	0.0279039	0.00308819	0.00327192	0.00956437	0.00246237	0.00148068	0.0343603	0.00275438	0.00138402	0.0104075	0.0017349	0.00440167	0.00471932	0.0123617	0.00119205	0.0239059	0.000557921	0.011227	0.0099059	0.00568076	0.0106547	0.000494627	0.0067526	0.00834811	0.00753286	0.0127806	0.00734763	0.0089804	0.00235914	0.0195175	0.00146002	0.00603432	0.00391124	0.00211017	0.00123607	0.00395926	0.0673519	0.43099	2.32024	14.8474	252.573	3.999799	0.014983	0.00503979	0.00273997	0.000880537	0.0536169	0.0281428	0.000965181	0.0226073	0.0175221	0.0323741	0.0434915	0.0660466	0.0730316	0.00808256	0.00856343	0.0250324	0.00644464	0.00387531	0.0899294	0.00720889	0.00362233	0.0272392	0.00454067	0.0115203	0.0123517	0.0323536	0.0031199	0.0625676	0.00146022	0.0293839	0.0259262	0.014868	0.027886	0.00129456	0.0176732	0.0218491	0.0197154	0.0334501	0.0192306	0.023504	0.00617446	0.0510821	0.00382123	0.0157933	0.0102367	0.00552285	0.00323511	0.754677	0.245323	0.7546772	0.3820804
2088	-201.9839	-263.085	61.1011	0.0134258	0.0957617	0.00791627	0.00189098	0.0386797	0.0383651	0.0168931	0.15758	0.0383934	0.189427	0.0109067	0.0223587	0.0614851	0.0921869	0.0782769	0.0380719	0.131993	0.00050493	0.0259921	0.0163319	0.00264323	0.00346989	0.0239845	0.083369	0.0881886	0.062211	0.00516449	0.00808139	0.0264343	0.0180644	0.0109091	0.000847	0.0534723	0.00844872	0.0531265	0.0341216	0.00773669	0.0181113	0.125411	0.0699893	0.0257788	0.022685	0.0566703	0.0397821	0.0697574	0.0219208	0.0164926	0.00204558	0.0488065	0.389789	2.56549	20.4891	488.86	4.477297	0.0066029	0.0470964	0.00389329	0.000930001	0.019023	0.0188683	0.00830818	0.0774993	0.0188822	0.0931618	0.00536399	0.0109962	0.0302389	0.0453383	0.0384972	0.0187241	0.0649151	0.000248329	0.0127832	0.00803214	0.00129996	0.00170652	0.0117958	0.0410016	0.0433719	0.0305959	0.00253994	0.0039745	0.0130006	0.00888422	0.00536519	0.000416562	0.0262981	0.00415515	0.0261281	0.0167813	0.00380497	0.00890728	0.0616782	0.0344213	0.0126782	0.0111567	0.0278709	0.0195652	0.0343073	0.0107808	0.00811117	0.383291	0.616709	0.3832906	2.033312
2124	-179.8911	-240.918	61.02687	0.0247747	0.0199459	0.148203	0.0740104	0.11455	0.0907973	0.0518476	0.00988752	0.0121405	0.0196616	0.134155	0.0216467	0.129005	0.0679378	0.0019698	0.0897075	0.0896914	0.260195	0.0661457	0.0929509	0.0163838	0.106905	0.0637213	0.0143985	0.136752	0.166443	0.146993	0.102565	0.0666659	0.0286454	0.138816	0.172169	0.246519	0.0159339	0.163441	0.236536	0.0254014	0.0156598	0.00420464	0.0279182	0.0467549	0.134858	0.0085922	0.0970715	0.00209435	0.0287831	0.0116505	0.0902957	0.309511	0.693586	1.44178	3.2309	11.0747	1.738738	0.00661523	0.00532587	0.0395725	0.0197619	0.0305867	0.0242443	0.0138441	0.00264012	0.00324169	0.00524997	0.0358215	0.00578	0.0344463	0.0181404	0.000525968	0.0239533	0.023949	0.0694762	0.0176619	0.0248193	0.00437472	0.0285452	0.0170146	0.00384461	0.036515	0.0444429	0.0392495	0.0273864	0.0178008	0.00764878	0.037066	0.0459719	0.0658243	0.00425461	0.0436414	0.0631587	0.00678258	0.0041814	0.0011227	0.00745458	0.0124843	0.0360091	0.00229425	0.0259196	0.000559223	0.00768552	0.00311085	0.51411	0.48589	0.5141097	3.7451
2160	-179.2038	-243.903	64.69925	0.00147929	0.0215308	0.0201305	0.00584982	0.0186424	0.00993003	0.0156542	0.0101792	0.00796324	0.0196434	0.0300119	0.0042683	0.0258577	0.00288871	0.00262166	0.00076855	0.0204075	0.0155934	0.022449	0.0330445	0.0163448	0.0481467	0.00554476	0.00310227	0.0246819	0.00838213	0.0234097	0.0256777	0.00112153	0.0169136	0.0400858	0.0125968	0.0476241	0.0148387	0.0147597	0.00356454	0.0108626	7.93635e-05	0.0312024	0.00898195	0.0295683	0.0156725	0.00482808	0.0167512	0.00459904	0.0169297	0.0287713	0.0342848	0.193003	0.598562	1.67067	5.18125	29.1675	2.43895	0.00193636	0.0281833	0.0263503	0.00765729	0.0244025	0.0129982	0.020491	0.0133243	0.0104237	0.0257127	0.0392849	0.00558711	0.0338471	0.00378126	0.0034317	0.00100602	0.026713	0.0204114	0.0293853	0.0432545	0.0213949	0.0630229	0.00725797	0.0040608	0.032308	0.010972	0.0306428	0.0336116	0.00146805	0.0221395	0.0524714	0.0164889	0.0623389	0.0194235	0.0193202	0.0046659	0.0142188	0.000103885	0.0408433	0.0117572	0.0387042	0.020515	0.00631985	0.0219269	0.00602005	0.0221606	0.0376611	0.914829	0.0851708	0.9148292	0.7639549
2196	-181.2767	-244.5208	63.24409	0.0106103	0.0178121	0.0135984	0.0209892	0.0379797	0.0831292	0.0223478	0.00677378	0.0006023	0.00676346	0.0146165	0.0177061	0.00453576	0.00229589	0.00214102	0.000321184	0.0211569	0.0183616	0.00896952	0.0216867	0.00880389	0.0219892	0.0385382	0.00283826	0.0290852	0.00263779	0.00149876	0.0203468	0.0198244	0.0207476	0.00505647	0.0124032	0.0126717	0.0213489	0.0201613	0.00781136	0.0108738	1.41224e-05	0.032766	0.0125714	0.0262292	0.0321953	0.0137586	0.0120095	0.058544	0.0100756	0.0141387	0.00475669	0.0736573	0.443192	2.25636	13.5764	210.23	3.867119	0.0132408	0.022228	0.0169696	0.0261927	0.0473954	0.103738	0.0278882	0.0084531	0.000751618	0.00844023	0.0182402	0.0220957	0.00566024	0.00286507	0.00267181	0.00040081	0.026402	0.0229138	0.0111932	0.0270632	0.0109865	0.0274407	0.0480924	0.0035419	0.0362958	0.00329174	0.00187033	0.0253911	0.0247392	0.0258912	0.00631004	0.0154781	0.0158133	0.0266416	0.0251596	0.00974791	0.0135696	1.76235e-05	0.0408892	0.015688	0.0327318	0.040177	0.0171695	0.0149868	0.0730579	0.0125735	0.0176439	0.493112	0.506888	0.4931118	0.8013369
2232	-176.8801	-240.9215	64.04137	0.0157675	0.013196	0.00717623	0.0271839	0.0579636	0.0732516	0.0506198	0.00333706	0.00160009	0.0331114	0.0627451	0.0300704	0.167855	0.00148956	0.00368251	0.00266072	0.0199981	0.223396	0.0709431	0.0366577	0.0209502	0.00790845	0.0196272	0.009452	0.0227873	0.011871	0.0438339	0.0213677	0.00428164	0.0478672	0.0112214	0.0808736	0.00980615	0.0126291	0.0171071	0.00716669	0.00752286	0.000126362	0.0229698	0.047303	0.0907921	0.00101155	0.0132758	0.0902796	0.0988528	0.0137323	0.00732716	0.0546203	0.242217	0.642515	1.55638	4.12853	18.3082	2.102215	0.00958717	0.00802359	0.00436338	0.0165287	0.0352438	0.0445394	0.0307785	0.00202904	0.000972906	0.0201328	0.038151	0.0182838	0.102061	0.000905699	0.00223908	0.0016178	0.0121595	0.135832	0.0431357	0.0222891	0.0127384	0.0048086	0.011934	0.00574712	0.0138554	0.00721794	0.0266524	0.0129922	0.00260338	0.0291048	0.00682296	0.0491737	0.00596246	0.00767892	0.0104016	0.00435758	0.00457414	7.68322e-05	0.0139664	0.0287618	0.0552045	0.000615055	0.0080721	0.0548929	0.0601057	0.00834966	0.00445515	0.177864	0.822136	0.1778636	1.644649
2268	-181.565	-243.4183	61.85324	0.00736199	0.0314675	0.0320381	0.0460798	0.186776	0.345021	0.0580816	0.076472	0.0185332	0.0324365	0.117016	0.166183	0.2999	0.00142116	0.0160844	0.000239557	0.0393616	0.125749	0.0622684	0.104369	0.0174849	0.0785881	0.0421354	0.12662	0.0285208	0.115928	0.041594	0.0491029	0.0794206	0.0179362	0.0722679	0.0554435	0.0207264	0.0254689	0.127102	0.0215553	0.0832587	0.0289412	0.0363205	0.140371	0.0327281	0.0901775	0.0553372	0.0719683	0.0402429	0.00361157	0.0251032	0.0972847	0.320972	0.701498	1.42552	3.11554	10.2791	1.684833	0.00223442	0.00955062	0.00972379	0.0139855	0.0566879	0.104716	0.0176282	0.0232098	0.00562497	0.0098447	0.0355151	0.0504378	0.0910218	0.000431333	0.00488172	7.27072e-05	0.0119465	0.0381657	0.0188989	0.0316767	0.00530678	0.0238521	0.0127884	0.03843	0.00865627	0.035185	0.0126241	0.0149031	0.0241047	0.00544375	0.0219338	0.0168275	0.0062906	0.00773	0.0385765	0.00654219	0.0252696	0.00878387	0.0110235	0.0426037	0.0099332	0.0273695	0.0167952	0.0218429	0.012214	0.00109614	0.00761898	0.386668	0.613332	0.3866677	3.294816
2304	-176.4491	-240.0622	63.61312	0.00292074	0.0020285	0.0113341	0.00283785	0.0073977	0.0105983	0.00703221	0.0247089	0.000827104	0.00320757	0.00681261	0.00101461	0.00929287	0.00107871	3.49621e-06	0.000693993	0.0023337	0.0180427	0.00763855	0.0267693	0.0174317	0.0127116	0.00565145	0.00795441	0.00673277	0.000522	0.00427837	0.00219203	0.00140519	0.00520607	0.00743258	0.00233892	0.00118144	0.000948245	0.00809043	0.00818961	0.00541017	0.00225004	0.000254421	0.00980293	0.00763317	0.00751872	0.00495119	0.0032542	0.00135515	0.00646044	0.00110803	0.00787407	0.0941827	0.478518	2.08979	10.6177	126.999	3.502676	0.010112	0.00702293	0.0392401	0.00982505	0.0256119	0.0366929	0.0243465	0.0855457	0.00286355	0.011105	0.0235862	0.00351271	0.0321732	0.00373463	1.21044e-05	0.0024027	0.00807958	0.0624663	0.0264457	0.0926792	0.060351	0.0440092	0.0195661	0.0275393	0.0233098	0.00180724	0.0148123	0.00758911	0.00486495	0.0180241	0.0257326	0.00809766	0.00409029	0.00328296	0.0280102	0.0283536	0.0187308	0.00778995	0.00088084	0.0339391	0.0264271	0.0260309	0.0171417	0.0112665	0.00469172	0.0223669	0.00383615	0.737914	0.262086	0.7379136	0.2888388
2340	-185.4051	-248.3711	62.96601	0.0166134	0.0312863	0.012929	0.00924243	0.105782	0.112755	0.0451237	0.11324	0.0975504	0.0052424	0.0195315	0.00493434	0.0788308	0.00268097	0.00118768	0.0172551	0.0620997	0.0444257	0.0155895	0.0489212	0.018348	0.0877984	0.0164807	0.0480228	0.0303799	0.0035355	0.0032594	0.0511169	0.0868814	0.00911741	0.0216884	0.00702956	0.101758	0.0189127	0.0582762	0.0308859	0.0166961	0.0668025	0.0187711	0.0178817	0.0269457	0.0498059	0.0120293	0.0553739	0.00898684	0.0534652	0.0237744	0.0163887	0.134657	0.534977	1.86924	7.42627	61.0176	2.972653	0.00928512	0.0174858	0.00722595	0.00516555	0.0591211	0.0630182	0.0252194	0.0632891	0.0545204	0.00292995	0.0109161	0.00275778	0.0440581	0.00149838	0.000663786	0.00964381	0.0347072	0.0248293	0.0087129	0.0273418	0.0102546	0.0490701	0.00921096	0.0268397	0.0169791	0.00197597	0.00182166	0.028569	0.0485576	0.00509567	0.0121215	0.00392879	0.0568722	0.0105702	0.0325703	0.017262	0.00933135	0.0373356	0.0104911	0.00999398	0.0150598	0.0278362	0.00672314	0.0309482	0.0050227	0.0298814	0.0132874	0.99621	0.0037902	0.9962098	1.789245
2376	-186.1938	-250.1777	63.98388	0.00232315	0.0124679	0.000602687	0.0019311	0.0305601	0.017645	0.011791	0.0136421	0.00460351	0.00697613	0.0278774	0.00106725	3.38203e-05	0.0108785	0.0103405	0.0161807	0.007672	0.0114054	0.00789432	0.0537604	0.00812267	0.0265781	0.0148504	0.0146268	0.0131771	0.00111252	0.016192	0.0118661	0.0096186	0.0149059	0.010727	0.00155607	0.00480318	0.0175994	0.011697	0.0279453	0.000519772	0.0115523	0.00339466	0.00870936	0.0234573	0.000637096	0.0120045	0.0159161	0.000239828	0.00156653	0.00336672	0.0110784	0.111247	0.504033	1.984	8.98903	90.2654	3.255801	0.00433103	0.0232439	0.00112359	0.00360014	0.0569731	0.0328955	0.021982	0.0254329	0.00858231	0.0130056	0.0519718	0.00198967	6.30511e-05	0.0202807	0.0192777	0.0301657	0.0143029	0.0212631	0.0147174	0.100225	0.0151431	0.0495494	0.0276855	0.0272688	0.024566	0.00207406	0.0301867	0.0221218	0.0179319	0.0277891	0.0199983	0.00290097	0.00895455	0.0328105	0.0218066	0.0520984	0.000969009	0.0215369	0.00632865	0.0162368	0.0437313	0.00118774	0.02238	0.0296724	0.000447111	0.00292048	0.00627656	0.854585	0.145415	0.854585	0.5363954
2412	-181.8052	-246.4452	64.64	0.0277684	0.0492739	0.0181435	0.00207116	0.0352257	0.0746758	0.0279147	0.0176389	0.0174615	0.00820597	0.0182625	0.0280339	0.0201557	0.00086239	0.000929079	0.00322448	0.0119277	0.0172411	0.00619387	0.00339411	0.014226	0.0384045	0.0125941	0.0091648	0.0169031	0.000428812	0.0130728	0.00228923	0.0204363	0.00624032	0.0233258	0.00281718	0.00818102	0.0152985	0.0424981	0.00732474	0.00747936	0.0106821	0.022542	0.00131131	0.00149831	0.00075395	0.0421278	0.0258182	3.52401e-05	0.00535819	0.0108822	0.031185	0.184287	0.589994	1.69493	5.42633	32.0667	2.507471	0.0370098	0.0656724	0.0241817	0.00276045	0.0469489	0.0995281	0.0372048	0.0235092	0.0232727	0.0109369	0.0243403	0.0373636	0.0268636	0.0011494	0.00123828	0.0042976	0.0158973	0.022979	0.00825521	0.00452368	0.0189605	0.0511857	0.0167855	0.0122149	0.0225285	0.000571522	0.0174235	0.00305109	0.0272376	0.00831712	0.0310888	0.00375475	0.0109037	0.0203898	0.0566417	0.00976244	0.00996852	0.0142372	0.030044	0.00174772	0.00199695	0.00100487	0.056148	0.0344105	4.69682e-05	0.00714141	0.0145038	0.243617	0.756383	0.2436165	0.7502983
2448	-185.7301	-248.5965	62.86643	0.00517787	0.0308913	0.00176923	0.0053124	0.0363975	0.0837889	0.023477	0.02428	0.0464268	0.00463993	0.0293457	0.139897	0.0740375	0.00118385	0.000522401	0.000632022	0.0157133	0.0349927	0.0184773	0.0257413	0.0258444	0.111691	0.00408081	0.0483247	0.0366115	0.0144936	0.0126771	0.0709702	0.0169451	0.00991212	0.00288419	0.0776395	0.00880333	0.0131841	0.00506901	0.00944624	0.0730469	0.0298492	0.0116494	0.0797265	0.0238333	0.0349663	0.0583352	0.0397456	0.0363367	0.0176774	0.00432687	0.00790386	0.0943563	0.478793	2.08859	10.5981	126.52	3.499945	0.00349673	0.0208616	0.0011948	0.00358758	0.02458	0.0565845	0.0158546	0.0163968	0.0313531	0.00313345	0.0198178	0.0944755	0.0499992	0.000799482	0.000352789	0.000426818	0.0106115	0.0236314	0.0124781	0.0173837	0.0174533	0.0754276	0.00275586	0.0326347	0.0247245	0.00978786	0.00856111	0.0479278	0.0114434	0.00669388	0.00194776	0.0524317	0.00594508	0.00890352	0.00342322	0.00637926	0.0493302	0.0201578	0.0078671	0.0538411	0.0160952	0.0236135	0.039395	0.0268411	0.024539	0.0119379	0.00292203	0.330347	0.669653	0.3303469	1.480775
2484	-178.8477	-243.0158	64.16809	0.0258825	0.00162873	0.00885785	0.0515571	0.0174167	0.0501222	0.00359864	0.0289927	0.00757063	0.000570923	0.00546826	0.0692453	0.0309995	0.000537712	0.000795828	0.0053189	0.00274642	0.0218682	0.0104865	0.0248832	0.0294096	0.101558	0.0376617	0.00812256	0.00313306	0.00904042	0.0122424	0.00158298	0.00229876	0.00293518	0.0148621	0.000376102	0.024824	0.00823907	0.0142331	0.00930899	0.0216896	0.0294578	0.0110608	0.011308	0.00594801	0.0081853	0.0408791	0.0130195	0.00732671	0.00887722	0.0360066	0.0178429	0.140357	0.541942	1.84521	7.12467	56.0446	2.911183	0.0307344	0.00193405	0.0105183	0.0612219	0.0206816	0.0595181	0.00427324	0.0344276	0.0089898	0.000677947	0.00649333	0.0822259	0.0368106	0.000638511	0.000945013	0.00631597	0.00326126	0.0259676	0.0124523	0.0295478	0.0349227	0.120596	0.0447217	0.0096452	0.00372038	0.0107351	0.0145374	0.00187973	0.00272969	0.00348541	0.0176482	0.000446606	0.0294775	0.00978355	0.0169012	0.011054	0.0257554	0.0349799	0.0131342	0.0134277	0.00706302	0.0097197	0.0485423	0.0154601	0.00870016	0.0105413	0.0427564	0.605761	0.394239	0.6057612	0.8421346
2520	-177.7594	-241.414	63.6546	0.0209063	0.0113576	0.017324	0.000434796	0.0288221	0.00866229	0.0118625	0.0132145	0.0109859	0.00119802	0.00847379	0.00634175	0.0135049	3.40344e-05	0.000868382	0.00770964	0.00349932	0.0082295	0.00750558	0.00958883	0.00969809	0.0415765	0.00671457	0.00922436	0.0103863	0.0223979	0.000987886	0.00563137	0.0133075	0.00484757	0.00108484	0.00412839	0.0156966	0.0139394	0.0118923	0.00242653	0.00739459	5.98861e-05	0.00122131	0.0101701	0.00474776	0.00136116	0.0145822	0.00229925	0.0260581	0.0017832	0.00588665	0.00707759	0.0894095	0.470816	2.12397	11.1845	141.291	3.579785	0.0475114	0.0258111	0.0393702	0.000988109	0.0655006	0.0196858	0.0269584	0.030031	0.0249664	0.0027226	0.0192574	0.0144122	0.0306911	7.73459e-05	0.00197347	0.0175208	0.00795249	0.0187022	0.017057	0.0217914	0.0220397	0.0944861	0.0152594	0.0209631	0.0236038	0.0509011	0.00224505	0.0127977	0.0302424	0.0110165	0.00246538	0.00938211	0.0356717	0.0316783	0.0270262	0.0055145	0.0168048	0.000136096	0.00277552	0.0231123	0.0107897	0.00309335	0.0331393	0.00522524	0.0592191	0.00405247	0.0133779	0.687894	0.312106	0.6878941	0.4400281
2556	-191.3324	-253.0837	61.75134	0.0290881	0.057215	0.0214942	0.0044953	0.131084	0.00869327	0.00737369	0.0370427	0.00339323	0.0038179	0.0171545	0.0157592	0.0499729	0.0474858	0.0110828	0.0147297	0.00270114	0.0254736	0.00644282	0.0621091	0.00430387	0.0417566	0.035202	0.00935932	0.00154966	0.0283005	0.0472576	0.0170779	0.00874841	0.0168922	0.0105342	0.00227931	0.00533752	0.0819	0.0146607	0.0479458	0.00402777	0.0769176	0.0159068	0.00212114	0.0173035	0.0312163	0.0595576	0.00670258	0.00409168	0.0298295	0.00700236	0.00101438	0.034667	0.350333	2.85443	28.8459	985.825	4.98446	0.0245596	0.0483075	0.0181479	0.00379545	0.110676	0.00733986	0.00622571	0.0312757	0.00286495	0.00322351	0.0144838	0.0133057	0.0421929	0.040093	0.00935736	0.0124365	0.00228061	0.0215078	0.00543977	0.0524397	0.00363382	0.0352557	0.0297216	0.00790222	0.0013084	0.0238945	0.0399004	0.0144191	0.00738642	0.0142623	0.00889419	0.00192446	0.00450655	0.0691494	0.0123783	0.0404814	0.00340071	0.0649427	0.0134303	0.00179091	0.0146096	0.0263564	0.0502854	0.00565909	0.00345467	0.0251855	0.0059122	0.981679	0.0183213	0.9816787	1.184392
2592	-182.2321	-244.111	61.87887	0.0754677	0.025119	0.0378275	0.0566571	0.0885413	0.0565191	0.00186585	0.0441809	0.0229548	0.0132709	0.0411864	0.083637	0.146387	0.174887	0.0502458	0.0162749	0.00481618	0.0179434	0.00148294	0.0994567	0.01251	0.123955	0.0921247	0.0202055	0.00257627	0.0393796	0.0270933	0.194994	0.0287425	0.169398	0.043417	0.0200606	0.0752144	0.0937239	0.0511627	0.0318761	0.00153574	0.0847447	0.00845495	0.00404645	0.0611275	0.0529478	0.0780362	0.0109231	0.0106356	0.00323874	0.0409747	0.014412	0.126475	0.524617	1.90615	7.90669	69.3865	3.06559	0.0309063	0.010287	0.0154915	0.0232028	0.0362604	0.0231463	0.000764124	0.0180934	0.00940071	0.00543485	0.0168671	0.0342519	0.0599499	0.0716214	0.0205772	0.00666506	0.00197237	0.00734839	0.00060731	0.0407305	0.00512322	0.0507634	0.0377279	0.00827476	0.00105506	0.0161271	0.0110955	0.0798561	0.0117709	0.0693736	0.0177806	0.00821541	0.0308026	0.0383828	0.0209527	0.0130542	0.000628933	0.0347055	0.00346256	0.00165714	0.0250336	0.0216837	0.0319582	0.00447336	0.00435559	0.00132636	0.0167804	0.456858	0.543142	0.456858	2.44182
2628	-182.6634	-245.8027	63.13923	0.0532237	0.0358415	0.0182561	0.0133422	0.0737513	0.0685198	0.00846302	0.00845704	0.00424912	0.033828	0.0503316	0.00893983	0.0447141	0.00416469	0.0152466	0.000928929	0.00170632	0.0550213	0.0201461	0.0386009	0.0152346	0.00434422	0.00781986	0.0150303	0.0456721	0.0281128	0.00719921	0.0642151	0.0987377	0.0287394	0.0843999	0.00430227	0.0211715	0.0335106	0.00411245	0.0600606	0.0339719	0.0725762	0.012623	0.0409888	0.0247019	1.81663e-05	0.0155707	0.0391879	0.0219683	0.00159005	0.0272447	0.00946159	0.103008	0.492079	2.0322	9.70795	105.69	3.369873	0.0388257	0.0261457	0.0133175	0.00973287	0.0538003	0.0499839	0.00617362	0.00616926	0.00309966	0.0246769	0.036716	0.00652144	0.0326181	0.00303807	0.0111221	0.000677637	0.00124473	0.0401371	0.0146962	0.0281586	0.0111133	0.00316903	0.00570445	0.0109644	0.033317	0.0205078	0.00525169	0.0468437	0.0720273	0.0209648	0.0615682	0.00313843	0.0154443	0.0244454	0.00299996	0.0438131	0.0247819	0.052943	0.00920824	0.0299006	0.0180196	1.3252e-05	0.0113585	0.0285869	0.0160254	0.00115991	0.0198745	0.871656	0.128344	0.8716562	1.370836
2664	-184.1613	-246.1444	61.98308	0.0528852	0.0202326	0.0344596	0.0346744	0.116793	0.197252	0.0191553	0.028504	0.00475391	0.00671598	0.0182002	0.0127411	0.0984677	0.00783619	0.00148932	0.000612745	0.0263297	0.182137	0.00184373	0.11319	0.0204422	0.0624314	0.0735924	0.00382332	0.000716797	0.0340969	0.043991	0.0580339	0.124962	0.172576	0.0279641	0.00221762	0.0534757	0.0940835	0.0049609	0.0123617	0.00341386	0.10378	0.0349754	0.000719747	0.0311414	0.000442085	0.108316	0.0186794	0.0347031	0.0338528	0.00230348	0.00867571	0.0987429	0.485629	2.05919	10.1273	115.264	3.432573	0.0247089	0.00945302	0.0161001	0.0162005	0.0545676	0.0921597	0.00894969	0.0133176	0.00222111	0.00313782	0.00850344	0.00595288	0.0460058	0.00366121	0.000695836	0.000286285	0.0123017	0.0850977	0.000861422	0.0528841	0.00955097	0.0291691	0.0343837	0.00178632	0.0003349	0.0159307	0.0205534	0.0271145	0.0583846	0.0806307	0.0130653	0.00103611	0.0249848	0.0439575	0.00231782	0.00577559	0.00159502	0.0484878	0.0163411	0.000336278	0.0145498	0.00020655	0.0506071	0.00872734	0.0162139	0.0158166	0.00107622	0.573032	0.426968	0.5730318	2.14033
2700	-185.437	-249.7288	64.29177	0.0140012	0.0223505	0.0163105	0.000645601	0.0385357	0.0467724	0.0145345	0.0284415	0.00250531	0.0313472	0.0131772	0.0596599	0.103585	0.00103919	0.00384463	0.0364127	0.0159787	0.00138276	0.0226488	0.00501501	0.00337569	0.0122436	0.0170598	0.00165612	0.00910617	0.00840042	0.0158945	0.0515936	0.0213196	0.0452693	0.0117652	0.00657472	0.010708	0.0312107	0.0117213	0.00152509	0.000494908	0.0255957	0.0203105	0.00680914	0.0305083	0.00592423	0.0126168	0.0173331	0.00543787	0.00143734	0.00430322	0.0218197	0.154829	0.55879	1.78958	6.45873	45.83	2.765695	0.0161233	0.0257381	0.0187827	0.000743452	0.0443763	0.0538615	0.0167374	0.0327523	0.00288503	0.0360984	0.0151744	0.0687023	0.119285	0.00119669	0.00442735	0.0419316	0.0184005	0.00159234	0.0260816	0.00577512	0.00388733	0.0140993	0.0196455	0.00190713	0.0104864	0.00967363	0.0183035	0.0594134	0.0245509	0.0521306	0.0135484	0.00757122	0.012331	0.0359412	0.0134979	0.00175625	0.00056992	0.0294751	0.0233888	0.00784117	0.0351323	0.00682214	0.0145291	0.0199602	0.00626207	0.00165519	0.00495544	0.516559	0.483441	0.5165586	0.8683828
2736	-180.6595	-244.9244	64.26492	0.00419091	0.0923285	0.00924349	0.000282478	0.0328244	0.0218487	0.0368589	0.054606	0.00453269	0.00674319	0.0838638	0.0335458	0.10819	0.00176981	0.00899635	0.0656418	0.0217262	0.00557617	0.00865865	0.0535428	0.0308008	0.0452489	0.0112709	0.0354988	0.010201	0.0877069	0.00593699	0.0529447	0.0427019	0.0579101	0.00217491	0.0419075	0.00669256	0.0282643	0.0312873	0.00515643	0.00578999	0.00518542	0.0794012	0.0145328	0.00187549	0.056724	0.0127367	0.0210203	0.00632321	0.000933196	0.100886	0.0522697	0.237076	0.638229	1.56684	4.21806	19.1316	2.134021	0.00287821	0.0634088	0.00634819	0.000193999	0.0225429	0.0150051	0.0253137	0.037502	0.00311293	0.00463105	0.0575955	0.0230384	0.0743021	0.00121546	0.00617846	0.0450811	0.014921	0.00382957	0.00594654	0.0367718	0.0211532	0.0310758	0.00774054	0.0243797	0.00700576	0.0602348	0.00407737	0.036361	0.0293266	0.0397711	0.00149367	0.028781	0.00459627	0.0194112	0.0214873	0.0035413	0.00397641	0.00356121	0.0545307	0.00998072	0.00128804	0.0389566	0.00874724	0.0144362	0.00434262	0.000640895	0.0692861	0.256337	0.743663	0.2563369	1.456083
