Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
5364	-190.8322	-252.8077	61.97549	0.0261954	0.0100373	0.000982398	0.00076648	0.008647	0.00819472	0.00571839	0.00554632	0.0079492	0.0010996	0.00440872	3.80384e-05	0.0214101	0.00220039	0.000197143	0.00123855	0.0197857	0.0140064	0.0011899	0.00312134	0.00775334	0.0117182	0.00297888	0.00108882	0.000918277	0.00348926	0.00668232	0.00377178	3.83655e-06	0.00397808	0.00144509	0.00479568	0.0130109	0.00139229	0.00151096	0.00344234	0.00287322	0.00711805	0.00181678	0.00232719	0.00145383	0.00464163	0.00120957	0.00567601	0.000581271	0.00380296	0.000276447	0.000916171	0.0329874	0.344947	2.899	30.3146	1091.5	5.058089	0.108027	0.0413925	0.00405129	0.00316087	0.0356592	0.033794	0.023582	0.0228723	0.0327816	0.00453464	0.018181	0.000156866	0.0882926	0.00907414	0.000812996	0.00510765	0.0815939	0.0577605	0.00490702	0.0128721	0.0319739	0.0483244	0.0122845	0.00449017	0.00378686	0.0143893	0.0275571	0.0155544	1.58215e-05	0.0164051	0.00595937	0.0197768	0.0536553	0.00574162	0.006231	0.0141958	0.0118488	0.029354	0.0074922	0.00959706	0.00599541	0.0191416	0.00498814	0.0234072	0.00239709	0.015683	0.00114003	0.51073	0.48927	0.5107296	0.24249
5400	-176.4701	-240.6387	64.16865	0.00535509	0.0291652	0.0185185	0.0119391	0.023314	0.0306744	0.00727807	0.0039543	0.0388235	0.002292	0.00467038	0.00042758	0.0131413	0.000906318	0.00752297	0.00821349	0.0618537	0.0132361	0.0401612	0.0218129	0.00129291	0.0125583	0.0223837	0.00303419	0.0233676	0.00672082	0.00969259	0.0144102	0.00895395	0.0273744	0.00635509	0.00380988	0.0147099	0.026408	0.0093082	0.0174356	0.020458	0.000856265	0.000871022	0.011778	0.0298359	0.00608465	0.000512727	0.0472341	0.0255782	0.00137294	0.0124419	0.0156645	0.131721	0.531311	1.88214	7.59178	63.8385	3.005332	0.00756263	0.041188	0.0261524	0.0168608	0.0329248	0.0433194	0.0102783	0.00558439	0.0548278	0.00323683	0.00659565	0.000603841	0.0185586	0.00127993	0.0106242	0.0115994	0.0873517	0.0186925	0.0567169	0.0308049	0.00182589	0.0177353	0.031611	0.00428498	0.0330005	0.00949136	0.0136882	0.0203506	0.012645	0.038659	0.00897485	0.00538044	0.0207737	0.0372943	0.0131453	0.0246231	0.0288914	0.00120924	0.00123008	0.0166332	0.0421352	0.00859294	0.00072409	0.0667055	0.0361223	0.00193891	0.0175708	0.627662	0.372338	0.6276616	0.7080992
5436	-181.8449	-245.1502	63.30531	0.0198556	0.0284442	0.00303515	0.00294214	0.0379047	0.084987	0.0026364	0.0121684	0.00419828	0.0262486	0.0216129	0.00520007	0.0855021	0.000125319	0.00649834	0.00150711	0.0402354	0.0127047	0.0584427	0.0251975	0.044238	0.0205889	0.0363109	0.0245092	0.0317221	0.0179349	0.0245665	0.00704022	0.0116364	0.0280287	0.00191024	0.00345918	0.0269854	0.0704075	0.00353293	0.0168848	0.0303539	0.0207635	0.00128723	0.0476883	0.00423208	0.00709316	0.0162971	0.0554772	0.0198293	0.00556298	0.000585724	0.00717369	0.0899995	0.471783	2.11962	11.1112	139.398	3.570034	0.0187605	0.0268754	0.00286775	0.00277988	0.0358141	0.0802997	0.00249099	0.0114973	0.00396673	0.0248009	0.0204208	0.00491327	0.0807864	0.000118407	0.00613993	0.00142399	0.0380163	0.012004	0.0552194	0.0238077	0.0417982	0.0194533	0.0343082	0.0231574	0.0299725	0.0169457	0.0232116	0.00665193	0.0109946	0.0264828	0.00180489	0.00326839	0.0254971	0.0665243	0.00333808	0.0159536	0.0286798	0.0196184	0.00121624	0.0450582	0.00399867	0.00670195	0.0153982	0.0524175	0.0187357	0.00525617	0.000553419	0.759464	0.240536	0.7594637	1.058373
5472	-179.3863	-243.5156	64.12931	0.004505	0.000849551	0.00797109	0.000943539	0.0183897	0.00581857	0.000658072	0.000806007	0.000488544	0.0122132	0.00738772	0.000110349	0.00824091	0.00136951	0.00163607	0.00215231	0.00125756	0.013984	0.015339	0.020001	0.00316578	0.0164324	0.0043707	0.00453882	0.00273679	0.000741494	0.0100587	0.00836461	0.0139731	0.00256693	0.00335016	0.00191005	0.0166118	0.0181437	0.0128684	0.0184801	0.00197478	0.0077526	0.0214567	0.0160668	0.00496865	0.00189978	0.0110089	0.0139156	0.0137659	0.00687177	0.00457265	0.0143357	0.126148	0.524193	1.90769	7.92718	69.7558	3.069428	0.0122856	0.00231682	0.021738	0.00257313	0.0501505	0.0158679	0.00179463	0.00219807	0.00133231	0.0333066	0.0201471	0.000300934	0.0224738	0.00373479	0.00446173	0.00586958	0.0034295	0.038136	0.041831	0.0545447	0.00863341	0.044813	0.0119193	0.0123778	0.00746352	0.00202213	0.027431	0.0228112	0.038106	0.00700029	0.00913624	0.00520889	0.045302	0.0494798	0.0350936	0.0503971	0.00538544	0.0211421	0.0585145	0.0438158	0.01355	0.00518089	0.0300225	0.0379494	0.037541	0.01874	0.0124701	0.484116	0.515884	0.484116	0.3666893
5508	-177.5749	-241.3306	63.75566	0.0142902	0.00637449	0.0104275	0.00262224	0.0194383	0.0166567	0.00693636	0.00833997	0.00753786	0.0130606	0.00943847	0.010653	0.0231603	0.000306615	0.00247221	0.00678536	0.0224156	0.00399215	0.0183871	0.0109375	0.00329725	0.0157524	0.0184627	0.0132773	0.030286	0.00985342	0.00220931	0.0208311	0.00104999	0.0010569	0.0118899	0.00204486	0.0124918	0.0110839	0.00277108	0.0163038	0.00288222	0.00233856	0.00378594	0.00165319	0.000481101	0.00579881	0.000299911	0.0317404	0.0199663	0.00738931	0.00431823	0.00807621	0.0953542	0.480367	2.08174	10.4872	123.82	3.484348	0.0305641	0.0136339	0.0223025	0.00560849	0.041575	0.0356256	0.0148356	0.0178377	0.0161221	0.0279343	0.0201872	0.0227848	0.0495357	0.000655794	0.00528761	0.0145126	0.0479429	0.00853849	0.0393267	0.0233933	0.00705221	0.0336916	0.0394884	0.0283976	0.0647761	0.0210746	0.0047253	0.0445539	0.00224574	0.00226051	0.0254303	0.00437358	0.0267176	0.0237065	0.00592683	0.0348708	0.00616454	0.00500175	0.00809742	0.00353588	0.00102899	0.0124026	0.000641455	0.0678868	0.0427043	0.0158044	0.0092359	0.0856452	0.914355	0.08564517	0.4675482
5544	-175.7344	-240.3012	64.56676	0.00484988	0.00357643	0.00487816	0.010668	0.0223709	0.0449605	0.0461263	0.016643	0.0119025	0.00534012	0.0288129	0.0069008	0.0133007	2.62013e-05	0.0054947	0.00119289	0.00843641	0.0548171	0.13337	0.0205022	0.00233763	0.0286574	0.0371221	0.0265795	0.0195442	0.00842271	0.00188628	0.0195809	0.005097	0.00442149	0.00981495	0.0235185	0.00843506	0.0285258	0.0391258	0.00242323	0.0173024	0.00342274	0.0243412	0.0107812	0.00631584	0.0196757	0.013742	0.000656223	0.0768034	0.0101848	0.00933527	0.0332435	0.190122	0.59576	1.67853	5.25978	30.0811	2.461251	0.00537548	0.00396402	0.00540682	0.0118242	0.0247953	0.049833	0.0511252	0.0184466	0.0131924	0.00591885	0.0319354	0.00764867	0.0147422	2.90408e-05	0.00609017	0.00132216	0.00935069	0.0607579	0.147824	0.0227241	0.00259097	0.0317631	0.0411452	0.02946	0.0216623	0.00933551	0.0020907	0.021703	0.00564938	0.00490066	0.0108786	0.0260672	0.00934919	0.0316172	0.043366	0.00268585	0.0191776	0.00379368	0.0269792	0.0119496	0.00700031	0.021808	0.0152313	0.00072734	0.0851268	0.0112886	0.010347	0.555708	0.444292	0.5557079	0.9022229
5580	-172.4253	-237.1332	64.70794	0.0259659	0.00639458	0.0275604	0.0740105	0.0245101	0.0989138	0.0281481	0.0144614	0.032451	0.00453083	0.0372597	0.00634591	0.0277345	0.000409762	0.0027742	0.0171181	0.0181371	0.0311576	0.013121	0.00674153	0.0331025	0.0132338	0.0285126	0.0129644	0.0547361	0.0504568	0.00884863	0.0186799	0.00168655	0.0236381	0.00117441	0.0112953	0.00701758	0.00849552	0.0268849	0.0357995	0.0246327	0.0128826	0.0246032	0.00191635	0.0018084	0.0331334	0.00152277	0.00629696	0.0141523	0.0609725	0.0583531	0.0511116	0.234499	0.636057	1.57219	4.2644	19.565	2.150221	0.0241645	0.00595096	0.0256484	0.068876	0.0228097	0.0920517	0.0261953	0.0134581	0.0301997	0.00421651	0.0346748	0.00590566	0.0258104	0.000381335	0.00258174	0.0159306	0.0168788	0.0289961	0.0122108	0.00627384	0.030806	0.0123157	0.0265345	0.012065	0.0509388	0.0469563	0.00823476	0.017384	0.00156955	0.0219982	0.00109294	0.0105117	0.00653074	0.00790614	0.0250198	0.0333159	0.0229238	0.0119889	0.0228964	0.0017834	0.00168294	0.0308347	0.00141712	0.00586011	0.0131705	0.0567425	0.0543049	0.17604	0.82396	0.1760398	1.074547
5616	-189.1304	-251.8871	62.7567	0.00131905	0.00366658	0.0222637	0.0266856	0.122828	0.122238	0.0312703	0.027467	0.109064	0.016228	0.0165988	0.0123834	0.0244377	0.00730102	0.00732601	0.0722776	0.02923	0.0212033	0.0542814	0.0176805	0.0254454	0.127885	0.0132005	0.0355185	0.0501862	0.0124121	0.109922	0.0236262	0.0569751	0.00542759	0.00880072	0.0105142	0.0447334	0.0417287	0.0424922	0.0162862	0.086817	0.0480311	0.0240588	0.00825971	0.0103581	0.0701755	0.000687371	0.0193308	0.0587442	0.0578175	0.080125	0.0134554	0.122309	0.519163	1.92618	8.17602	74.3196	3.115251	0.000718708	0.0019978	0.0121308	0.0145401	0.0669249	0.0666037	0.0170382	0.0149659	0.0594257	0.00884212	0.00904414	0.00674731	0.0133153	0.00397808	0.0039917	0.0393817	0.0159265	0.011553	0.0295761	0.00963355	0.0138643	0.0696801	0.00719254	0.0193529	0.0273448	0.00676297	0.0598927	0.0128732	0.0310439	0.00295732	0.00479523	0.00572882	0.0243738	0.0227366	0.0231526	0.0088738	0.0473038	0.0261706	0.0131089	0.00450045	0.00564376	0.0382364	0.000374526	0.0105327	0.0320078	0.0315029	0.0436575	0.737885	0.262115	0.7378853	1.835309
5652	-176.4355	-239.762	63.32645	0.0523758	0.0377007	0.0131778	0.0611026	0.226053	0.0297616	0.0293725	0.0111846	0.0491822	0.00327175	0.0231331	0.157564	0.0416802	0.00815301	0.00428973	0.0738339	0.0798319	0.0280496	0.0218052	0.0537651	0.0872683	0.14592	0.0646698	0.0454887	0.0929429	0.119444	0.148514	0.0397705	0.0133195	0.0238224	0.00463132	0.0248267	0.0909305	0.0100756	0.00614601	0.0140559	0.0860966	0.00253727	0.0218907	0.0855496	0.0260991	0.0105068	0.0180141	0.0382544	0.00490079	0.0700968	0.00629323	0.0795558	0.290974	0.68035	1.46983	3.43673	12.5698	1.830302	0.0226995	0.0163394	0.00571121	0.0264817	0.0979706	0.0128986	0.01273	0.00484737	0.0213154	0.00141797	0.0100258	0.0682879	0.0180641	0.00353349	0.00185916	0.0319994	0.0345989	0.0121566	0.00945029	0.0233016	0.0378218	0.0632411	0.0280277	0.0197147	0.0402812	0.0517666	0.0643656	0.0172364	0.00577262	0.0103246	0.0020072	0.0107598	0.039409	0.00436672	0.00266366	0.0060918	0.037314	0.00109964	0.00948736	0.037077	0.0113113	0.00455363	0.00780725	0.0165793	0.00212399	0.0303797	0.00272747	0.569109	0.430891	0.5691089	2.307354
5688	-183.8486	-248.0461	64.19746	0.0164222	0.00339863	0.00305538	0.00995741	0.0323071	0.0331128	0.0143252	0.0104704	0.0305646	0.00924695	0.0202799	0.0265578	0.0285862	0.00253677	0.000855236	0.00594014	0.0149461	0.0135834	0.0122068	0.0231491	0.0061544	0.0487429	0.0189407	0.00578588	0.0190027	0.00603583	0.000809882	0.0267773	0.00113645	0.00127223	0.00113959	0.00415571	0.0203551	0.0169075	0.0107352	5.27596e-05	0.0090479	0.00385082	0.0426419	0.0207999	0.00532951	0.0292477	0.00925495	0.0127354	0.000974539	0.007393	0.000798032	0.0155441	0.131227	0.530688	1.88435	7.6204	64.333	3.010912	0.0255965	0.00529728	0.00476227	0.0155201	0.0503555	0.0516114	0.022328	0.0163197	0.0476396	0.0144128	0.0316093	0.0413944	0.044556	0.00395394	0.00133302	0.00925861	0.0232958	0.0211718	0.0190261	0.0360814	0.00959258	0.0759732	0.029522	0.00901818	0.0296186	0.00940776	0.00126232	0.0417364	0.00177133	0.00198296	0.00177622	0.00647731	0.0317266	0.0263528	0.0167324	8.22339e-05	0.0141025	0.00600209	0.0664639	0.0324199	0.00830686	0.045587	0.0144252	0.0198501	0.00151897	0.0115231	0.00124385	0.118182	0.881818	0.118182	0.6415799
5724	-189.6198	-252.2058	62.58596	0.00699925	0.0248191	0.0598099	0.008295	0.0863781	0.0745226	0.0864613	0.020732	0.0612324	0.184301	0.0618191	0.286103	0.00412449	0.0119959	0.0182792	0.0509643	0.154955	0.0453219	0.0812411	0.0776934	0.0752144	0.103165	0.100123	0.0694412	0.163997	0.00048905	0.0555446	0.169083	0.0205177	0.039118	0.0263888	0.00795246	0.098544	0.0789436	0.0723061	0.0154168	0.0131443	0.0921508	0.017059	0.00592411	0.00467455	0.0629531	0.0194397	0.146691	0.0018583	0.0482283	0.0928223	0.137257	0.379641	0.739217	1.35278	2.63407	7.28561	1.435943	0.00232747	0.0082531	0.0198886	0.00275834	0.0287234	0.0247811	0.0287511	0.00689404	0.0203617	0.0612859	0.0205568	0.0951381	0.00137152	0.00398901	0.00607839	0.0169472	0.0515273	0.0150709	0.0270152	0.0258355	0.0250111	0.0343056	0.0332939	0.0230914	0.0545342	0.000162624	0.0184703	0.0562254	0.00682277	0.0130079	0.0087751	0.00264444	0.0327689	0.0262512	0.024044	0.00512657	0.00437089	0.030643	0.00567264	0.00196995	0.00155443	0.0209339	0.00646431	0.0487792	0.000617944	0.0160374	0.0308663	0.5428	0.4572	0.5428	3.007239
5760	-180.6483	-245.3664	64.71813	0.0031252	0.0156927	0.000858473	0.0146929	0.0897291	0.0139194	0.0138574	0.0101764	0.00219941	0.00153007	0.005492	0.00675133	0.0080904	0.00105376	0.000233514	0.000144094	0.00320426	0.00448134	0.00877169	0.0011155	0.00406725	0.0123403	0.00505162	0.00353471	0.0248535	0.0071375	0.00614271	0.00872171	0.0056281	0.00879224	0.00343046	0.000144655	0.00291481	0.0018435	0.00153132	0.00759217	0.00167108	0.0267919	0.00500532	0.0111481	0.0249886	0.0234501	0.00661236	0.0051412	0.0123929	0.000321767	0.0137641	0.0308074	0.183195	0.588901	1.69808	5.45867	32.4597	2.51628	0.00710057	0.0356545	0.00195049	0.0333829	0.203868	0.0316253	0.0314845	0.0231212	0.00499716	0.00347637	0.012478	0.0153393	0.0183817	0.00239419	0.000530554	0.000327387	0.00728022	0.0101818	0.0199296	0.00253447	0.00924096	0.0280378	0.0114775	0.00803099	0.0564682	0.0162167	0.0139565	0.0198161	0.0127873	0.0199763	0.00779415	0.000328661	0.00662256	0.0041885	0.00347922	0.0172497	0.00379676	0.0608722	0.0113723	0.025329	0.0567751	0.0532795	0.0150236	0.011681	0.0281572	0.000731068	0.0312727	0.48301	0.51699	0.4830095	0.440133
5796	-180.8445	-245.2978	64.45328	0.0948557	0.0436785	0.0719253	0.094186	0.0491978	0.0318166	0.0306078	0.0099721	0.018633	0.0220117	0.0656475	0.0818888	0.0381502	0.00183275	0.0102944	0.00999319	0.0378407	0.00306842	0.0353795	0.0189766	0.0510934	0.0312725	0.123574	0.0111382	0.113807	0.0211601	0.0138201	0.0141605	0.0584026	0.0328266	0.00868209	0.010895	0.0163271	0.0213188	0.0572517	0.0202669	0.00982103	0.0195617	0.0752455	0.0121561	0.0589783	0.0267793	0.0244195	0.0416414	0.0240372	0.0109413	0.0205347	0.107505	0.336996	0.712242	1.40402	2.96739	9.30192	1.612603	0.0557952	0.0256922	0.0423073	0.0554013	0.0289387	0.0187149	0.0180039	0.00586571	0.0109601	0.0129475	0.0386146	0.048168	0.0224404	0.00107805	0.0060553	0.00587811	0.0222583	0.00180488	0.0208106	0.0111623	0.0300537	0.0183949	0.0726878	0.00655162	0.0669423	0.0124466	0.00812913	0.00832938	0.0343531	0.019309	0.0051069	0.00640854	0.00960377	0.01254	0.0336761	0.0119212	0.00577684	0.0115064	0.0442603	0.00715033	0.0346917	0.0157519	0.0143638	0.0244939	0.0141389	0.00643581	0.0120787	0.386941	0.613059	0.3869415	1.700069
5832	-187.8216	-252.347	64.52538	0.0357237	0.037865	0.0184195	0.0545358	0.0281127	0.0198211	0.00889343	0.00300928	0.0253311	0.0583591	0.0298106	0.0174436	0.00546452	0.0042478	0.0116901	0.027533	0.00401564	0.0296438	0.0121715	0.0236943	0.0108077	0.0102674	0.00766769	0.0126001	0.0963727	0.0124986	0.0034131	0.00426023	0.00518373	0.0306642	0.0219586	0.000816425	0.107779	0.00188444	0.0842946	0.00961163	0.000609855	0.0189159	0.0356433	0.00145327	0.0367703	0.0329678	0.00890511	0.0159694	0.00568564	0.00347861	0.00134797	0.0376278	0.201963	0.607096	1.64718	4.9514	26.5761	2.371675	0.0344288	0.0364925	0.0177518	0.0525589	0.0270936	0.0191026	0.00857105	0.0029002	0.0244129	0.0562436	0.02873	0.0168113	0.00526643	0.00409382	0.0112664	0.026535	0.00387008	0.0285692	0.0117303	0.0228354	0.0104159	0.00989523	0.00738974	0.0121434	0.0928793	0.0120456	0.00328938	0.0041058	0.00499582	0.0295527	0.0211626	0.00078683	0.103872	0.00181613	0.081239	0.00926322	0.000587748	0.0182302	0.0343512	0.00140059	0.0354374	0.0317728	0.0085823	0.0153905	0.00547954	0.00335252	0.0012991	0.506079	0.493921	0.5060789	1.037613
5868	-179.2689	-243.692	64.42307	0.0231461	0.0268633	0.0232453	0.0516815	0.0463109	0.0076094	0.00653102	0.0353904	0.0297619	0.00831566	0.0315015	0.0120162	0.0372149	0.00376111	0.0041274	0.0157532	0.014328	0.00519458	0.00217784	0.0124052	0.00311662	0.0228872	0.00678322	0.00615331	0.107015	0.0290107	0.00686216	0.0239937	0.00208812	0.00368625	0.00781504	0.0087303	0.00538569	0.0089129	0.0110163	0.0117708	0.0125081	0.0134002	0.0129104	0.000448367	0.013843	0.0170997	0.0197507	0.00635729	0.00290846	0.0126328	0.0114824	0.0239098	0.161893	0.566622	1.76485	6.17694	41.8239	2.699555	0.0294515	0.0341814	0.0295777	0.0657606	0.0589269	0.00968235	0.0083102	0.0450315	0.0378697	0.010581	0.0400831	0.0152897	0.047353	0.00478572	0.00525179	0.0200446	0.0182313	0.00660969	0.00277113	0.0157846	0.00396565	0.0291221	0.00863111	0.0078296	0.136168	0.0369138	0.00873155	0.0305301	0.00265696	0.00469046	0.00994401	0.0111086	0.00685286	0.011341	0.0140174	0.0149774	0.0159155	0.0170507	0.0164275	0.000570511	0.0176141	0.021758	0.0251312	0.00808915	0.00370079	0.0160742	0.0146105	0.0946066	0.905393	0.09460661	0.7859039
5904	-183.923	-245.483	61.55998	0.0275047	0.0151329	0.0555493	0.12137	0.276781	0.0878058	0.0258701	0.0392425	0.0909832	0.0224936	0.0123294	0.0514022	0.107385	0.0276404	0.0121982	0.0550164	0.0736441	0.0234615	0.0754084	0.0663682	0.00919362	0.02235	0.0487313	0.0437098	0.117558	0.0109908	0.0418781	0.041656	0.0919442	0.0202395	0.0615896	0.00397689	0.140397	0.0882137	0.0302673	0.0871557	0.00798008	0.00726883	0.0702028	0.048488	0.0404878	0.00758762	0.0577301	0.0785946	0.0772566	0.0768367	0.0281826	0.0140203	0.124787	0.522422	1.91416	8.01366	71.325	3.085513	0.0104658	0.00575822	0.0211371	0.0461823	0.105318	0.033411	0.00984384	0.0149322	0.03462	0.00855905	0.00469146	0.019559	0.040861	0.0105175	0.00464153	0.0209343	0.0280223	0.00892734	0.0286936	0.0252538	0.00349826	0.0085044	0.0185427	0.016632	0.0447318	0.0041821	0.015935	0.0158505	0.0349857	0.00770131	0.0234355	0.00151324	0.0534224	0.0335662	0.011517	0.0331636	0.0030365	0.00276586	0.0267128	0.0184502	0.015406	0.00288716	0.0219669	0.029906	0.0293969	0.0292371	0.0107238	0.768549	0.231451	0.7685491	2.628054
5940	-173.0609	-237.2002	64.13926	0.0120933	0.00270511	0.00175428	0.00257791	0.0320611	0.0034423	0.00493773	0.00345143	0.0280503	0.0097525	0.0238355	0.00603005	0.00988748	0.0025823	0.000210932	0.00435531	0.00744709	0.00932576	0.0192163	0.00234652	0.00455801	0.00297684	0.00966237	0.00260311	0.0360674	0.000878912	0.0267581	0.00357447	0.0152302	0.00864728	0.00953217	0.00210446	0.00436315	0.0281926	0.00633066	0.0129929	0.00179338	0.000385301	0.0165146	0.0147575	0.000107431	0.0295748	0.0253113	0.00219312	0.00151798	0.000824905	0.0192663	0.0137155	0.123456	0.520678	1.92057	8.10003	72.9102	3.101407	0.0255789	0.00572168	0.00371054	0.00545264	0.0678136	0.00728093	0.010444	0.00730025	0.0593302	0.0206279	0.0504153	0.0127544	0.0209134	0.00546192	0.00044615	0.00921208	0.0157516	0.0197253	0.0406452	0.0049632	0.00964081	0.00629643	0.0204373	0.00550593	0.0762875	0.00185902	0.0565971	0.0075605	0.0322139	0.0182902	0.0201619	0.00445121	0.00922867	0.0596311	0.0133902	0.0274817	0.00379325	0.000814965	0.0349308	0.0312142	0.000227232	0.0625548	0.0535369	0.00463875	0.00321075	0.00174479	0.040751	0.635872	0.364128	0.6358718	0.4727824
5976	-180.3622	-244.0169	63.65463	0.00330935	0.0357892	0.00868956	0.0210031	0.0255952	0.023067	0.00776659	0.00792234	0.0158576	0.00623667	0.0163379	0.0189381	0.0417663	0.00524402	0.00189053	0.00305161	0.00605093	0.00651755	0.000513247	0.00985722	0.00255229	0.00414516	0.00767817	0.00586754	0.0131445	0.00138791	0.0149766	0.0149785	0.00268563	0.0193233	0.00262269	0.00184958	0.00951109	0.00876169	0.00715088	0.0023072	0.00986239	0.00587623	0.00618749	0.00160543	0.000310907	0.0115864	0.00605062	0.026135	0.00879324	0.0109353	0.000366954	0.00701742	0.089038	0.470205	2.12673	11.2312	142.503	3.585959	0.00701049	0.0758154	0.0184079	0.0444928	0.0542206	0.0488649	0.0164527	0.0167826	0.0335926	0.0132117	0.0346101	0.0401182	0.0884772	0.0111089	0.00400488	0.00646449	0.0128182	0.0138067	0.00108726	0.0208814	0.00540675	0.00878107	0.0162654	0.0124297	0.0278452	0.00294013	0.0317263	0.0317303	0.0056892	0.0409343	0.00555587	0.00391812	0.0201482	0.0185607	0.0151483	0.00488755	0.0208924	0.0124481	0.0131075	0.00340094	0.000658621	0.0245446	0.0128176	0.0553641	0.0186275	0.0231652	0.000777352	0.908844	0.0911557	0.9088443	0.4720568
6012	-184.3308	-249.0662	64.73539	0.0349171	0.00807411	0.00112766	0.000332371	0.000497724	0.0360846	0.00720987	0.00956705	0.00635397	0.0149635	0.0158436	0.00354566	0.0555573	0.00336852	0.000570602	0.008082	0.0152988	0.0517563	0.00800653	0.0107911	0.00110452	0.0318535	0.00504406	0.0079579	0.0542831	0.00352496	0.0180655	0.00954102	0.00478509	0.00842132	0.00403347	0.00497935	0.00995411	0.00558365	0.0043121	0.00151875	0.000487563	0.00940191	0.00283992	0.00534887	0.00508644	0.0381773	0.013153	0.011142	0.00271458	0.0226443	0.0128994	0.0318557	0.186209	0.591907	1.68945	5.37031	31.3916	2.492085	0.0591008	0.0136663	0.00190869	0.000562572	0.000842449	0.0610768	0.0122034	0.0161932	0.0107547	0.0253272	0.026817	0.0060014	0.0940364	0.00570157	0.000965803	0.0136796	0.0258948	0.0876029	0.0135519	0.0182651	0.00186952	0.0539153	0.00853759	0.0134696	0.0918798	0.00596636	0.0305778	0.0161492	0.00809926	0.014254	0.00682706	0.00842805	0.0168484	0.0094509	0.00729867	0.00257064	0.00082525	0.0159137	0.00480686	0.00905351	0.00860932	0.0646189	0.0222628	0.018859	0.0045947	0.0383278	0.0218336	0.0516023	0.948398	0.05160235	0.5908062
6048	-175.6264	-236.4799	60.85348	0.00177587	0.0473436	0.0787422	0.122538	0.208012	0.277737	2.95497e-05	0.0550304	0.0569657	0.135911	0.0286723	0.0171755	0.265987	0.0344171	0.00477767	0.125924	0.0230375	0.0708696	0.0334351	0.0560565	0.0459504	0.0489089	0.0413007	0.0375165	0.0990166	0.0531409	0.0454278	0.0351927	0.132812	0.137139	0.0979433	0.0923242	0.100717	0.0416181	0.117875	0.0649515	0.0446434	0.300516	0.018847	0.033965	0.233007	0.0776225	0.0891954	0.108357	0.0563198	0.0498129	0.0234707	0.0963792	0.319511	0.700501	1.42755	3.12978	10.3757	1.691595	0.000458641	0.0122271	0.0203362	0.0316469	0.0537217	0.0717292	7.63158e-06	0.0142123	0.0147121	0.0351007	0.00740498	0.00443579	0.0686945	0.00888865	0.00123389	0.0325215	0.00594973	0.018303	0.00863504	0.0144773	0.0118673	0.0126313	0.0106664	0.00968912	0.0255723	0.0137243	0.0117323	0.00908895	0.0343003	0.0354179	0.0252951	0.0238439	0.0260114	0.0107484	0.0304426	0.0167745	0.0115297	0.077612	0.00486748	0.00877189	0.060177	0.020047	0.0230358	0.0279845	0.0145453	0.0128648	0.0060616	0.218313	0.781687	0.2183133	3.872028
